Date,Open,High,Low,Close,Adj Close,Volume
2023-11-17,1961.867554,1990.050537,1910.445435,1961.280762,1961.280762,11881648738
2023-11-18,1961.671265,1971.462280,1921.062378,1963.285034,1963.285034,8064677046
2023-11-19,1963.180054,2015.633911,1944.900879,2013.204468,2013.204468,7716048818
2023-11-20,2011.853394,2066.409912,1996.044312,2022.239136,2022.239136,12866464824
2023-11-21,2022.217285,2035.035889,1937.066772,1937.066772,1937.066772,13653500841
2023-11-22,1933.583130,2089.514160,1933.162964,2064.425293,2064.425293,13372200584
2023-11-23,2063.905518,2088.031982,2041.464233,2062.210693,2062.210693,7828437946
2023-11-24,2062.411865,2132.481201,2060.999023,2081.152100,2081.152100,12141148820
2023-11-25,2081.296143,2091.342773,2067.917236,2084.413086,2084.413086,5362623390
2023-11-26,2084.177490,2094.095947,2038.600464,2063.286133,2063.286133,8054814154
2023-11-27,2062.390869,2070.606201,1988.120361,2027.417358,2027.417358,10574810069
2023-11-28,2027.517212,2074.954102,1996.814697,2049.338135,2049.338135,9910633038
2023-11-29,2049.186768,2071.994385,2020.756592,2029.929199,2029.929199,8945151861
2023-11-30,2029.358398,2054.444336,2022.461792,2052.556152,2052.556152,8107789163
2023-12-01,2052.096680,2109.319092,2046.557007,2087.139893,2087.139893,10866891430
2023-12-02,2087.663574,2182.817871,2087.407959,2165.704102,2165.704102,9130124831
2023-12-03,2165.895752,2213.175781,2151.720947,2193.691650,2193.691650,8278465782
2023-12-04,2193.663330,2273.069824,2193.007324,2243.215820,2243.215820,16149367134
2023-12-05,2243.092529,2306.570313,2191.176270,2293.841797,2293.841797,15383072559
2023-12-06,2293.628174,2310.713135,2225.081055,2231.661377,2231.661377,12790612571
2023-12-07,2233.217773,2380.729736,2225.050537,2357.579590,2357.579590,14766891042
2023-12-08,2357.169189,2387.514404,2340.920410,2358.731934,2358.731934,12543458699
2023-12-09,2358.686035,2401.760498,2331.666016,2341.175293,2341.175293,10613312823
2023-12-10,2341.440186,2376.749756,2323.405762,2352.462646,2352.462646,7369608905
2023-12-11,2352.496582,2354.914063,2160.358154,2224.578857,2224.578857,17989249470
2023-12-12,2224.391113,2242.551270,2166.770020,2202.038086,2202.038086,11391132228
2023-12-13,2202.600342,2283.099121,2150.754395,2260.648682,2260.648682,12576395493
2023-12-14,2260.736084,2331.601563,2239.366211,2316.579102,2316.579102,12608711052
2023-12-15,2316.110352,2316.892822,2214.263184,2219.337402,2219.337402,10259157898
2023-12-16,2220.415527,2260.809814,2213.550781,2226.926514,2226.926514,6866555430
2023-12-17,2226.892578,2244.366455,2195.761719,2196.481201,2196.481201,7410453853
2023-12-18,2195.341797,2222.019287,2120.127441,2217.273438,2217.273438,10366536490
2023-12-19,2218.240967,2253.348877,2139.723389,2177.872559,2177.872559,10619179629
2023-12-20,2177.239502,2263.329102,2172.773438,2226.934814,2226.934814,10932969472
